id,source,target,relation,evidence,evidence_url,evidence_locator,epistemic_status,evidence_file,evidence_page
e159,sfno-2023,field:fourier-neural-operators,classified_in,Adapts spectral operator computation to spherical geometry for atmospheric dynamics.,https://arxiv.org/abs/2306.03838,Curated classification based on abstract and stated task,curated_classification,,
e160,author:qi-jie,pde-control-2023,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2307.11436,citation_author metadata / paper byline,documented,,
e161,author:zhang-jing,pde-control-2023,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2307.11436,citation_author metadata / paper byline,documented,,
e162,author:krstic-miroslav,pde-control-2023,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2307.11436,citation_author metadata / paper byline,documented,,
e163,pde-control-2023,field:operator-learning,classified_in,Approximates a controller-design operator with DeepONet for a hyperbolic system with recycle and delay.,https://arxiv.org/abs/2307.11436,Curated classification based on abstract and stated task,curated_classification,,
e164,pde-control-2023,field:control,classified_in,Approximates a controller-design operator with DeepONet for a hyperbolic system with recycle and delay.,https://arxiv.org/abs/2307.11436,Curated classification based on abstract and stated task,curated_classification,,
e165,author:li-zongyi,gino-2023,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2309.00583,citation_author metadata / paper byline,documented,,
e166,author:kovachki-nikola,gino-2023,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2309.00583,citation_author metadata / paper byline,documented,,
e167,author:choy-chris,gino-2023,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2309.00583,citation_author metadata / paper byline,documented,,
e168,author:li-boyi,gino-2023,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2309.00583,citation_author metadata / paper byline,documented,,
e169,author:kossaifi-jean,gino-2023,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2309.00583,citation_author metadata / paper byline,documented,,
e170,author:otta-shourya-prakash,gino-2023,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2309.00583,citation_author metadata / paper byline,documented,,
e171,author:nabian-mohammad-amin,gino-2023,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2309.00583,citation_author metadata / paper byline,documented,,
e172,author:stadler-maximilian,gino-2023,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2309.00583,citation_author metadata / paper byline,documented,,
e173,author:hundt-christian,gino-2023,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2309.00583,citation_author metadata / paper byline,documented,,
e174,author:azizzadenesheli-kamyar,gino-2023,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2309.00583,citation_author metadata / paper byline,documented,,
e175,author:anandkumar-anima,gino-2023,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2309.00583,citation_author metadata / paper byline,documented,,
e176,gino-2023,field:operator-learning,classified_in,Combines graph-based geometry handling with a regular latent Fourier grid for 3D aerodynamic prediction.,https://arxiv.org/abs/2309.00583,Curated classification based on abstract and stated task,curated_classification,,
e177,gino-2023,field:geometry,classified_in,Combines graph-based geometry handling with a regular latent Fourier grid for 3D aerodynamic prediction.,https://arxiv.org/abs/2309.00583,Curated classification based on abstract and stated task,curated_classification,,
e178,gino-2023,field:aerodynamics,classified_in,Combines graph-based geometry handling with a regular latent Fourier grid for 3D aerodynamic prediction.,https://arxiv.org/abs/2309.00583,Curated classification based on abstract and stated task,curated_classification,,
e179,gino-2023,field:fourier-neural-operators,classified_in,Combines graph-based geometry handling with a regular latent Fourier grid for 3D aerodynamic prediction.,https://arxiv.org/abs/2309.00583,Curated classification based on abstract and stated task,curated_classification,,
e180,author:hernandez-j-a,cecm-2023,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2308.03877,citation_author metadata / paper byline,documented,,
e181,author:bravo-j-r,cecm-2023,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2308.03877,citation_author metadata / paper byline,documented,,
e182,author:de-parga-s-ares,cecm-2023,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2308.03877,citation_author metadata / paper byline,documented,,
e183,cecm-2023,field:quadrature,classified_in,Optimizes integration locations as well as weights to obtain small positive cubature rules.,https://arxiv.org/abs/2308.03877,Curated classification based on abstract and stated task,curated_classification,,
e184,cecm-2023,field:hyper-reduction,classified_in,Optimizes integration locations as well as weights to obtain small positive cubature rules.,https://arxiv.org/abs/2308.03877,Curated classification based on abstract and stated task,curated_classification,,
e185,author:hafner-danijar,dreamerv3-2023,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2301.04104,citation_author metadata / paper byline,documented,,
e186,author:pasukonis-jurgis,dreamerv3-2023,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2301.04104,citation_author metadata / paper byline,documented,,
e187,author:ba-jimmy,dreamerv3-2023,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2301.04104,citation_author metadata / paper byline,documented,,
e188,author:lillicrap-timothy,dreamerv3-2023,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2301.04104,citation_author metadata / paper byline,documented,,
e189,dreamerv3-2023,field:world-models,classified_in,Learns latent dynamics and improves an actor through imagined trajectories across control domains.,https://arxiv.org/abs/2301.04104,Curated classification based on abstract and stated task,curated_classification,,
e190,dreamerv3-2023,field:control,classified_in,Learns latent dynamics and improves an actor through imagined trajectories across control domains.,https://arxiv.org/abs/2301.04104,Curated classification based on abstract and stated task,curated_classification,,
e191,author:adcock-ben,optimal-sampling-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2409.02342,citation_author metadata / paper byline,documented,,
e192,optimal-sampling-2024,field:sampling,classified_in,Explains weighted least-squares sampling strategies tied to the approximation space through Christoffel functions.,https://arxiv.org/abs/2409.02342,Curated classification based on abstract and stated task,curated_classification,,
e193,optimal-sampling-2024,field:theory,classified_in,Explains weighted least-squares sampling strategies tied to the approximation space through Christoffel functions.,https://arxiv.org/abs/2409.02342,Curated classification based on abstract and stated task,curated_classification,,
e194,author:adcock-ben,operator-sampling-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2410.23440,citation_author metadata / paper byline,documented,,
e195,author:griebel-michael,operator-sampling-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2410.23440,citation_author metadata / paper byline,documented,,
e196,author:maier-gregor,operator-sampling-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2410.23440,citation_author metadata / paper byline,documented,,
e197,operator-sampling-2024,field:sampling,classified_in,"Analyzes information limits for learning Lipschitz operators under Gaussian measures, including adaptive linear samples.",https://arxiv.org/abs/2410.23440,Curated classification based on abstract and stated task,curated_classification,,
e198,operator-sampling-2024,field:operator-learning,classified_in,"Analyzes information limits for learning Lipschitz operators under Gaussian measures, including adaptive linear samples.",https://arxiv.org/abs/2410.23440,Curated classification based on abstract and stated task,curated_classification,,
e199,operator-sampling-2024,field:theory,classified_in,"Analyzes information limits for learning Lipschitz operators under Gaussian measures, including adaptive linear samples.",https://arxiv.org/abs/2410.23440,Curated classification based on abstract and stated task,curated_classification,,
e200,author:adcock-ben,nonlinear-sampling-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://proceedings.mlr.press/v235/adcock24a.html,citation_author metadata / paper byline,documented,,
e201,author:cardenas-juan-m,nonlinear-sampling-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://proceedings.mlr.press/v235/adcock24a.html,citation_author metadata / paper byline,documented,,
e202,author:dexter-nick,nonlinear-sampling-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://proceedings.mlr.press/v235/adcock24a.html,citation_author metadata / paper byline,documented,,
e203,nonlinear-sampling-2024,field:sampling,classified_in,"Unifies learning from linear samples for nonlinear model classes, including compressed sensing and active regression.",https://proceedings.mlr.press/v235/adcock24a.html,Curated classification based on abstract and stated task,curated_classification,,
e204,nonlinear-sampling-2024,field:compressed-sensing,classified_in,"Unifies learning from linear samples for nonlinear model classes, including compressed sensing and active regression.",https://proceedings.mlr.press/v235/adcock24a.html,Curated classification based on abstract and stated task,curated_classification,,
e205,nonlinear-sampling-2024,field:theory,classified_in,"Unifies learning from linear samples for nonlinear model classes, including compressed sensing and active regression.",https://proceedings.mlr.press/v235/adcock24a.html,Curated classification based on abstract and stated task,curated_classification,,
e206,author:lanthaler-samuel,fno-discretization-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2405.02221,citation_author metadata / paper byline,documented,,
e207,author:stuart-andrew,fno-discretization-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2405.02221,citation_author metadata / paper byline,documented,,
e208,author:trautner-margaret,fno-discretization-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2405.02221,citation_author metadata / paper byline,documented,,
e209,fno-discretization-2024,field:quadrature,classified_in,Analyzes errors introduced when a continuous Fourier neural operator is evaluated on a finite grid.,https://arxiv.org/abs/2405.02221,Curated classification based on abstract and stated task,curated_classification,,
e210,fno-discretization-2024,field:operator-learning,classified_in,Analyzes errors introduced when a continuous Fourier neural operator is evaluated on a finite grid.,https://arxiv.org/abs/2405.02221,Curated classification based on abstract and stated task,curated_classification,,
e211,fno-discretization-2024,field:theory,classified_in,Analyzes errors introduced when a continuous Fourier neural operator is evaluated on a finite grid.,https://arxiv.org/abs/2405.02221,Curated classification based on abstract and stated task,curated_classification,,
e212,fno-discretization-2024,field:fourier-neural-operators,classified_in,Analyzes errors introduced when a continuous Fourier neural operator is evaluated on a finite grid.,https://arxiv.org/abs/2405.02221,Curated classification based on abstract and stated task,curated_classification,,
e213,author:herde-maximilian,poseidon-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2405.19101,citation_author metadata / paper byline,documented,,
e214,author:raonic-bogdan,poseidon-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2405.19101,citation_author metadata / paper byline,documented,,
e215,author:rohner-tobias,poseidon-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2405.19101,citation_author metadata / paper byline,documented,,
e216,author:kappeli-roger,poseidon-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2405.19101,citation_author metadata / paper byline,documented,,
e217,author:molinaro-roberto,poseidon-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2405.19101,citation_author metadata / paper byline,documented,,
e218,author:de-bezenac-emmanuel,poseidon-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2405.19101,citation_author metadata / paper byline,documented,,
e219,author:mishra-siddhartha,poseidon-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2405.19101,citation_author metadata / paper byline,documented,,
e220,poseidon-2024,field:operator-learning,classified_in,Pretrains a PDE model and adapts it to downstream physical problems.,https://arxiv.org/abs/2405.19101,Curated classification based on abstract and stated task,curated_classification,,
e221,poseidon-2024,field:foundation-models,classified_in,Pretrains a PDE model and adapts it to downstream physical problems.,https://arxiv.org/abs/2405.19101,Curated classification based on abstract and stated task,curated_classification,,
e222,author:lowery-matthew,kno-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2407.00809,citation_author metadata / paper byline,documented,,
e223,author:turnage-john,kno-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2407.00809,citation_author metadata / paper byline,documented,,
e224,author:morrow-zachary,kno-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2407.00809,citation_author metadata / paper byline,documented,,
e225,author:jakeman-john-d,kno-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2407.00809,citation_author metadata / paper byline,documented,,
e226,author:narayan-akil,kno-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2407.00809,citation_author metadata / paper byline,documented,,
e227,author:zhe-shandian,kno-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2407.00809,citation_author metadata / paper byline,documented,,
e228,author:shankar-varun,kno-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2407.00809,citation_author metadata / paper byline,documented,,
e229,kno-2024,field:quadrature,classified_in,Separates trainable kernel design from quadrature and supports geometrically flexible integral-operator computation.,https://arxiv.org/abs/2407.00809,Curated classification based on abstract and stated task,curated_classification,,
e230,kno-2024,field:operator-learning,classified_in,Separates trainable kernel design from quadrature and supports geometrically flexible integral-operator computation.,https://arxiv.org/abs/2407.00809,Curated classification based on abstract and stated task,curated_classification,,
e231,kno-2024,field:efficiency,classified_in,Separates trainable kernel design from quadrature and supports geometrically flexible integral-operator computation.,https://arxiv.org/abs/2407.00809,Curated classification based on abstract and stated task,curated_classification,,
e232,author:ohana-ruben,well-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2412.00568,citation_author metadata / paper byline,documented,,
e233,author:mccabe-michael,well-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2412.00568,citation_author metadata / paper byline,documented,,
e234,author:meyer-lucas,well-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2412.00568,citation_author metadata / paper byline,documented,,
e235,author:morel-rudy,well-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2412.00568,citation_author metadata / paper byline,documented,,
e236,author:agocs-fruzsina-j,well-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2412.00568,citation_author metadata / paper byline,documented,,
e237,author:beneitez-miguel,well-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2412.00568,citation_author metadata / paper byline,documented,,
e238,author:berger-marsha,well-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2412.00568,citation_author metadata / paper byline,documented,,
e239,author:burkhart-blakesley,well-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2412.00568,citation_author metadata / paper byline,documented,,
e240,author:burns-keaton,well-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2412.00568,citation_author metadata / paper byline,documented,,
e241,author:dalziel-stuart-b,well-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2412.00568,citation_author metadata / paper byline,documented,,
e242,author:fielding-drummond-b,well-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2412.00568,citation_author metadata / paper byline,documented,,
e243,author:fortunato-daniel,well-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2412.00568,citation_author metadata / paper byline,documented,,
e244,author:goldberg-jared-a,well-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2412.00568,citation_author metadata / paper byline,documented,,
e245,author:hirashima-keiya,well-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2412.00568,citation_author metadata / paper byline,documented,,
e246,author:jiang-yan-fei,well-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2412.00568,citation_author metadata / paper byline,documented,,
e247,author:kerswell-rich-r,well-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2412.00568,citation_author metadata / paper byline,documented,,
e248,author:maddu-suryanarayana,well-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2412.00568,citation_author metadata / paper byline,documented,,
e249,author:miller-jonah,well-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2412.00568,citation_author metadata / paper byline,documented,,
e250,author:mukhopadhyay-payel,well-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2412.00568,citation_author metadata / paper byline,documented,,
e251,author:nixon-stefan-s,well-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2412.00568,citation_author metadata / paper byline,documented,,
e252,author:shen-jeff,well-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2412.00568,citation_author metadata / paper byline,documented,,
e253,author:watteaux-romain,well-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2412.00568,citation_author metadata / paper byline,documented,,
e254,author:blancard-bruno-regaldo-saint,well-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2412.00568,citation_author metadata / paper byline,documented,,
e255,author:rozet-francois,well-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2412.00568,citation_author metadata / paper byline,documented,,
e256,author:parker-liam-h,well-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2412.00568,citation_author metadata / paper byline,documented,,
e257,author:cranmer-miles,well-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2412.00568,citation_author metadata / paper byline,documented,,
e258,author:ho-shirley,well-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2412.00568,citation_author metadata / paper byline,documented,,
e259,well-2024,field:benchmarks,classified_in,Collects diverse spatiotemporal physical simulations with a common learning interface.,https://arxiv.org/abs/2412.00568,Curated classification based on abstract and stated task,curated_classification,,
e260,well-2024,field:physical-simulation,classified_in,Collects diverse spatiotemporal physical simulations with a common learning interface.,https://arxiv.org/abs/2412.00568,Curated classification based on abstract and stated task,curated_classification,,
e261,author:matada-sharath,pno-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2410.17547,citation_author metadata / paper byline,documented,,
e262,author:bhan-luke,pno-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2410.17547,citation_author metadata / paper byline,documented,,
e263,author:shi-yuanyuan,pno-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2410.17547,citation_author metadata / paper byline,documented,,
e264,author:atanasov-nikolay,pno-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2410.17547,citation_author metadata / paper byline,documented,,
e265,pno-2024,field:operator-learning,classified_in,"Learns the map from spatial cost functions to motion-planning value functions, motivated by an Eikonal PDE.",https://arxiv.org/abs/2410.17547,Curated classification based on abstract and stated task,curated_classification,,
e266,pno-2024,field:robotics,classified_in,"Learns the map from spatial cost functions to motion-planning value functions, motivated by an Eikonal PDE.",https://arxiv.org/abs/2410.17547,Curated classification based on abstract and stated task,curated_classification,,
e267,pno-2024,field:planning,classified_in,"Learns the map from spatial cost functions to motion-planning value functions, motivated by an Eikonal PDE.",https://arxiv.org/abs/2410.17547,Curated classification based on abstract and stated task,curated_classification,,
e268,author:kim-minjung,nfm-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2410.04703,citation_author metadata / paper byline,documented,,
e269,author:hioka-yusuke,nfm-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2410.04703,citation_author metadata / paper byline,documented,,
e270,author:witbrock-michael,nfm-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2410.04703,citation_author metadata / paper byline,documented,,
e271,nfm-2024,field:time-series,classified_in,"Models time series in the frequency domain, including evaluation under changed sampling rates.",https://arxiv.org/abs/2410.04703,Curated classification based on abstract and stated task,curated_classification,,
e272,nfm-2024,field:fourier,classified_in,"Models time series in the frequency domain, including evaluation under changed sampling rates.",https://arxiv.org/abs/2410.04703,Curated classification based on abstract and stated task,curated_classification,,
e273,author:kossaifi-jean,neuralop-library-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2412.10354,citation_author metadata / paper byline,documented,,
e274,author:kovachki-nikola,neuralop-library-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2412.10354,citation_author metadata / paper byline,documented,,
e275,author:li-zongyi,neuralop-library-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2412.10354,citation_author metadata / paper byline,documented,,
e276,author:pitt-david,neuralop-library-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2412.10354,citation_author metadata / paper byline,documented,,
e277,author:liu-schiaffini-miguel,neuralop-library-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2412.10354,citation_author metadata / paper byline,documented,,
e278,author:george-robert-joseph,neuralop-library-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2412.10354,citation_author metadata / paper byline,documented,,
e279,author:bonev-boris,neuralop-library-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2412.10354,citation_author metadata / paper byline,documented,,
e280,author:azizzadenesheli-kamyar,neuralop-library-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2412.10354,citation_author metadata / paper byline,documented,,
e281,author:berner-julius,neuralop-library-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2412.10354,citation_author metadata / paper byline,documented,,
e282,author:duruisseaux-valentin,neuralop-library-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2412.10354,citation_author metadata / paper byline,documented,,
e283,author:anandkumar-anima,neuralop-library-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2412.10354,citation_author metadata / paper byline,documented,,
e284,neuralop-library-2024,field:operator-learning,classified_in,Provides implementations and training infrastructure for neural operator architectures.,https://arxiv.org/abs/2412.10354,Curated classification based on abstract and stated task,curated_classification,,
e285,neuralop-library-2024,field:software,classified_in,Provides implementations and training infrastructure for neural operator architectures.,https://arxiv.org/abs/2412.10354,Curated classification based on abstract and stated task,curated_classification,,
e286,author:kumar-avisha,ultrasound-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2412.16118,citation_author metadata / paper byline,documented,,
e287,author:zhi-xuzhe,ultrasound-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2412.16118,citation_author metadata / paper byline,documented,,
e288,author:ahmad-zan,ultrasound-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2412.16118,citation_author metadata / paper byline,documented,,
e289,author:yin-minglang,ultrasound-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2412.16118,citation_author metadata / paper byline,documented,,
e290,author:manbachi-amir,ultrasound-2024,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2412.16118,citation_author metadata / paper byline,documented,,
e291,ultrasound-2024,field:operator-learning,classified_in,Predicts acoustic pressure fields for heterogeneous spinal-cord anatomy using a DeepONet surrogate.,https://arxiv.org/abs/2412.16118,Curated classification based on abstract and stated task,curated_classification,,
e292,ultrasound-2024,field:biomedicine,classified_in,Predicts acoustic pressure fields for heterogeneous spinal-cord anatomy using a DeepONet surrogate.,https://arxiv.org/abs/2412.16118,Curated classification based on abstract and stated task,curated_classification,,
e293,ultrasound-2024,field:acoustics,classified_in,Predicts acoustic pressure fields for heterogeneous spinal-cord anatomy using a DeepONet surrogate.,https://arxiv.org/abs/2412.16118,Curated classification based on abstract and stated task,curated_classification,,
e294,author:wan-ruyin,deepvivonet-2025,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2501.04105,citation_author metadata / paper byline,documented,,
e295,author:kharazmi-ehsan,deepvivonet-2025,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2501.04105,citation_author metadata / paper byline,documented,,
e296,author:triantafyllou-michael-s,deepvivonet-2025,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2501.04105,citation_author metadata / paper byline,documented,,
e297,author:karniadakis-george-em,deepvivonet-2025,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2501.04105,citation_author metadata / paper byline,documented,,
e298,deepvivonet-2025,field:operator-learning,classified_in,"Uses marine-riser field data for sparse reconstruction and forecasting, then optimizes sensor placement with an outer loop.",https://arxiv.org/abs/2501.04105,Curated classification based on abstract and stated task,curated_classification,,
e299,deepvivonet-2025,field:sampling,classified_in,"Uses marine-riser field data for sparse reconstruction and forecasting, then optimizes sensor placement with an outer loop.",https://arxiv.org/abs/2501.04105,Curated classification based on abstract and stated task,curated_classification,,
e300,deepvivonet-2025,field:structural-monitoring,classified_in,"Uses marine-riser field data for sparse reconstruction and forecasting, then optimizes sensor placement with an outer loop.",https://arxiv.org/abs/2501.04105,Curated classification based on abstract and stated task,curated_classification,,
e301,author:assran-mido,vjepa2-2025,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2506.09985,citation_author metadata / paper byline,documented,,
e302,author:bardes-adrien,vjepa2-2025,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2506.09985,citation_author metadata / paper byline,documented,,
e303,author:fan-david,vjepa2-2025,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2506.09985,citation_author metadata / paper byline,documented,,
e304,author:garrido-quentin,vjepa2-2025,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2506.09985,citation_author metadata / paper byline,documented,,
e305,author:howes-russell,vjepa2-2025,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2506.09985,citation_author metadata / paper byline,documented,,
e306,author:mojtaba,vjepa2-2025,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2506.09985,citation_author metadata / paper byline,documented,,
e307,author:komeili,vjepa2-2025,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2506.09985,citation_author metadata / paper byline,documented,,
e308,author:muckley-matthew,vjepa2-2025,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2506.09985,citation_author metadata / paper byline,documented,,
e309,author:rizvi-ammar,vjepa2-2025,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2506.09985,citation_author metadata / paper byline,documented,,
e310,author:roberts-claire,vjepa2-2025,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2506.09985,citation_author metadata / paper byline,documented,,
e311,author:sinha-koustuv,vjepa2-2025,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2506.09985,citation_author metadata / paper byline,documented,,
e312,author:zholus-artem,vjepa2-2025,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2506.09985,citation_author metadata / paper byline,documented,,
e313,author:arnaud-sergio,vjepa2-2025,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2506.09985,citation_author metadata / paper byline,documented,,
e314,author:gejji-abha,vjepa2-2025,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2506.09985,citation_author metadata / paper byline,documented,,
e315,author:martin-ada,vjepa2-2025,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2506.09985,citation_author metadata / paper byline,documented,,
e316,author:hogan-francois-robert,vjepa2-2025,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2506.09985,citation_author metadata / paper byline,documented,,
e317,author:dugas-daniel,vjepa2-2025,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2506.09985,citation_author metadata / paper byline,documented,,
e318,author:bojanowski-piotr,vjepa2-2025,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2506.09985,citation_author metadata / paper byline,documented,,
e319,author:khalidov-vasil,vjepa2-2025,authored,Author listed in primary bibliographic metadata or PDF.,https://arxiv.org/abs/2506.09985,citation_author metadata / paper byline,documented,,
